item_id,similar_items,similar_scores
11818,10169 10163 5076 7720 4519 12220 7957 5316 3253 9884,0.808567 0.721982 0.490815 0.367193 0.355779 0.286001 0.250486 0.240875 0.232853 0.209203
11819,924 2678 14393 14955 10677 15099 14300 12020 990 15008,0.434126 0.429252 0.424889 0.422043 0.407202 0.387218 0.364643 0.330889 0.289163 0.279014
11820,14508 7110 13780 14407 10871 15069 9321 1289 5321 7006,0.916181 0.533412 0.492727 0.479032 0.402110 0.348257 0.339999 0.295864 0.289360 0.277822
11821,14463 1999 7227 14933 9522 2663 13318 5300 13072 4083,0.384347 0.362572 0.346844 0.289364 0.274509 0.268154 0.257305 0.220356 0.217836 0.213907
11822,286 15235 11493 14337 346 6994 14657 8329 12709 5123,0.483034 0.431814 0.362248 0.348054 0.324533 0.321024 0.304835 0.289403 0.287956 0.249596
11823,7191 8240 4179 12673 5375 12289 7516 2344 2467 7563,0.274684 0.274329 0.267833 0.265323 0.252551 0.247569 0.244714 0.233534 0.232675 0.232375
11824,6826 13071 244 419 9138 7268 7225 7208 8986 2234,0.371461 0.371272 0.370739 0.351419 0.293750 0.279571 0.249875 0.240818 0.223440 0.221235
11825,8596 13337 6 7225 12814 3888 5554 10524 11268 8491,0.590886 0.529203 0.455731 0.440537 0.440385 0.363004 0.313296 0.310792 0.296756 0.289655
11826,11233 2497 3714 2026 2539 1496 14107 3818 1350 2551,0.758551 0.432823 0.427661 0.398453 0.385434 0.361711 0.340804 0.292767 0.292767 0.292767
11827,8766 1347 925 1806 9903 2241 367 8948 11097 7048,0.525591 0.339560 0.335479 0.316465 0.307644 0.299665 0.298479 0.298479 0.298479 0.295834
11828,8878 6150 10386 4855 13883 3634 10920 6050 9163 9162,0.725902 0.595560 0.482962 0.469317 0.468619 0.402942 0.402937 0.402937 0.402937 0.402937
11829,4477 695 1641 835 1875 3405 9261 11957 5165 6023,0.491932 0.433905 0.381207 0.373020 0.354041 0.328848 0.324042 0.317603 0.312154 0.312154
11830,1037 1495 3549 2072 3765 8297 3740 2073 2590 3527,0.783948 0.603108 0.583388 0.572109 0.572109 0.510030 0.500685 0.483711 0.468845 0.457285
11831,7863 9372 5364 9489 10897 5752 5745 4990 10973 10211,0.385501 0.322237 0.321972 0.313451 0.294039 0.277615 0.251566 0.245096 0.243006 0.224410
11832,10965 13413 5748 12918 2270 2824 12130 2823 11918 2316,0.574460 0.559129 0.522587 0.460739 0.454654 0.450811 0.446454 0.425898 0.396074 0.387552
11833,1540 4583 9879 4589 9769 2442 1422 8868 13281 7654,0.534463 0.516987 0.479086 0.434673 0.411092 0.410449 0.384122 0.360538 0.342510 0.334530
11834,13052 3262 14194 5195 8308 11586 15070 2304 9932 11627,0.621921 0.614040 0.516924 0.502967 0.452813 0.452592 0.402128 0.385386 0.381121 0.351934
11835,5766 5764 9690 9676 1305 11570 2583 10251 5004 4988,0.416353 0.406758 0.387243 0.363995 0.331752 0.308903 0.277695 0.267046 0.254629 0.253275
11836,915 13146 10881 13157 5116 12189 8383 527 377 5088,0.352350 0.339467 0.338132 0.326284 0.318393 0.318256 0.290753 0.271621 0.249180 0.233606
11837,12059 12205 9113 1600 3071 3165 12666 3369 3301 9326,0.353141 0.326876 0.296464 0.295627 0.281574 0.268993 0.264317 0.264097 0.256039 0.255017
11838,12440 6921 1800 7083 1462 9424 14010 7245 9568 13480,0.718010 0.540759 0.474916 0.450840 0.447391 0.411740 0.390638 0.387744 0.384237 0.381226
11839,3747 11840 7171 11841 6180 13460 3997 2848 5246 6185,0.427388 0.417484 0.415070 0.414121 0.387976 0.383571 0.361936 0.360628 0.354286 0.297552
11840,11841 6510 11839 11842 5649 12960 12825 14188 3522 13876,0.545155 0.433060 0.417484 0.313744 0.266896 0.256741 0.252850 0.245462 0.243447 0.242677
11841,6510 11840 11842 12960 11839 3522 10399 1069 14421 7398,0.602473 0.545155 0.518533 0.419330 0.414121 0.398539 0.255581 0.231935 0.226381 0.225081
11842,11841 12960 11395 10467 6510 4171 11840 3522 3999 6748,0.518533 0.405149 0.367563 0.350755 0.328990 0.323938 0.313744 0.298058 0.282454 0.266302
11843,8758 11482 9315 5641 7309 11250 11096 2461 8876 6767,0.565701 0.468139 0.426028 0.405500 0.360520 0.309278 0.304818 0.304521 0.290042 0.289599
11844,12320 13936 12533 14663 9249 10966 3222 1284 3791 10420,0.942893 0.595150 0.575902 0.532866 0.529911 0.491449 0.485376 0.465501 0.368670 0.363392
11845,10251 7667 11441 11846 13397 4873 5595 11867 5424 10970,0.374724 0.363957 0.347015 0.344998 0.341699 0.337605 0.331511 0.331511 0.310866 0.307299
11846,13397 7870 10251 4873 5424 7667 10449 9621 2071 1054,0.541117 0.489940 0.462179 0.460958 0.442602 0.434533 0.426701 0.410281 0.379086 0.362241
11847,15128 8537 5105 9638 8538 8536 13465 13470 13469 1773,0.345880 0.315167 0.299470 0.284175 0.279006 0.268089 0.256826 0.256826 0.245568 0.242596
11848,10684 11409 5304 2850 5706 9759 638 10779 12247 8624,0.374141 0.356483 0.355867 0.279739 0.243246 0.233388 0.222457 0.218163 0.216435 0.205283
11849,12803 4339 3615 4469 14511 14567 11733 5479 11212 8251,0.605905 0.605905 0.584046 0.550641 0.542574 0.470285 0.467013 0.460496 0.457003 0.332177
11850,6806 10987 11572 11571 5843 13683 15251 5517 11534 5515,0.399385 0.333552 0.331862 0.318854 0.276405 0.266057 0.257531 0.257531 0.257383 0.243784
11851,12642 4679 4677 3081 1314 2872 11691 7784 13060 12839,0.612599 0.348047 0.328528 0.321754 0.317878 0.305816 0.291882 0.289142 0.285523 0.281417
11852,8076 341 14533 13841 4544 7318 10779 14115 8917 3745,0.576962 0.556319 0.542015 0.489166 0.460238 0.408559 0.381559 0.355086 0.351668 0.344879
11853,14503 15267 10888 7828 7951 5699 10312 451 2068 7103,0.361849 0.309938 0.286565 0.266905 0.266559 0.263051 0.262925 0.259625 0.249496 0.245395
11854,5407 10259 5698 15005 13145 12288 7467 12964 1388 59,0.355838 0.333813 0.314452 0.302759 0.302759 0.277290 0.252688 0.252153 0.248628 0.244867
11855,12085 63 6186 4917 2207 13195 2979 5321 14496 12617,0.906399 0.506733 0.333344 0.261639 0.240952 0.237711 0.209183 0.202629 0.201760 0.201707
11856,7611 1765 14337 12203 8383 6994 7484 1891 11100 8178,0.268417 0.241015 0.218260 0.214889 0.193118 0.190969 0.180976 0.178470 0.177682 0.177019
11857,4967 7260 15171 13722 779 13035 5175 8189 11698 8061,0.346557 0.322310 0.233749 0.230441 0.226226 0.190545 0.190033 0.186983 0.186401 0.185875
11858,5564 13427 4641 9354 5566 9559 14772 9083 13021 11717,0.852762 0.774191 0.575660 0.571023 0.552873 0.451791 0.435062 0.426628 0.425458 0.413146
11859,9782 13560 2300 2298 3914 5941 1549 7273 3927 3912,0.649258 0.495282 0.494228 0.482737 0.473275 0.455987 0.449464 0.447593 0.432313 0.410824
11860,14005 8882 9921 12967 8085 6829 3330 11980 7306 2268,0.703647 0.664561 0.646769 0.567627 0.546318 0.516393 0.486526 0.474719 0.470357 0.429409
11861,6137 8955 6340 7657 7828 15256 8663 14208 13917 9725,0.365365 0.351132 0.314298 0.300490 0.287663 0.276309 0.269695 0.267017 0.263144 0.260936
11862,12343 1446 12055 3252 3840 15061 8339 3643 5717 3269,0.986916 0.447871 0.306374 0.269673 0.251351 0.246312 0.245046 0.241942 0.241917 0.235358
11863,11174 118 6594 10424 5574 10910 2045 6928 5080 12615,0.555374 0.535690 0.530416 0.484376 0.465377 0.341788 0.315499 0.297122 0.289920 0.289566
11864,12447 6860 8692 6248 10234 355 1205 4425 11150 13581,0.419618 0.419488 0.403117 0.384331 0.366634 0.281073 0.276144 0.267837 0.246610 0.235352
11865,242 7921 6906 5144 2756 9259 11954 5058 12388 15055,0.419861 0.398879 0.397463 0.392966 0.384583 0.373659 0.369215 0.339945 0.333626 0.315657
11866,68 8662 55 7569 1310 4572 14321 2773 4100 4230,0.485861 0.482913 0.423820 0.351113 0.333475 0.303849 0.293615 0.274996 0.274919 0.255873
11867,5595 6636 11441 14862 2781 7461 4454 15244 6259 630,1.000000 0.605014 0.604073 0.586241 0.547984 0.436677 0.430366 0.408607 0.400350 0.392188
11868,2333 9675 9679 11046 3554 10160 12399 9687 4772 2114,0.524219 0.518599 0.482174 0.460460 0.453619 0.444384 0.398941 0.396886 0.396422 0.311885
11869,7951 14364 4678 10112 13787 7008 1840 2710 11177 14699,0.274048 0.257299 0.231607 0.207866 0.205491 0.191678 0.190784 0.189028 0.187397 0.185341
11870,2897 4434 8953 3916 4771 7502 1203 8856 1213 9163,1.000000 0.799042 0.666624 0.601276 0.601276 0.601276 0.601276 0.601276 0.601276 0.601276
11871,8845 10330 8938 4351 8260 11115 8426 2927 2675 10337,0.423405 0.316279 0.308698 0.288221 0.268147 0.263179 0.258131 0.256675 0.244884 0.240870
11872,666 4914 3337 9691 13841 13830 4204 4674 10363 6476,0.409598 0.339114 0.273514 0.270878 0.269503 0.266420 0.252545 0.250146 0.243412 0.242106
11873,4392 1612 5934 10922 6520 4276 715 11726 15172 5585,0.550685 0.537329 0.513397 0.489824 0.441425 0.420213 0.394560 0.386147 0.379374 0.376192
11874,2691 3352 5458 1112 2693 6195 10327 1055 3454 7907,1.000000 0.973066 0.936489 0.857955 0.615569 0.615569 0.615569 0.615569 0.603977 0.590618
11875,2900 7455 10703 4276 1896 3988 5597 6909 1898 5486,0.520544 0.449636 0.447791 0.430516 0.421759 0.417118 0.412593 0.399411 0.397927 0.390615
11876,3742 6896 13042 12222 8872 11481 2185 5233 2554 14825,1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
11877,12340 692 14136 11366 7844 8726 11405 693 6725 14922,0.907295 0.898717 0.898717 0.884158 0.840444 0.837955 0.837955 0.837955 0.837955 0.835809
11878,13648 12994 2822 11051 12744 11898 12426 14712 13189 1166,0.640729 0.624757 0.566108 0.524408 0.498474 0.411476 0.405262 0.391974 0.378303 0.368295
11879,13203 13006 13661 13345 12426 12744 6000 13342 13624 3465,0.676203 0.671907 0.639078 0.524033 0.522167 0.516229 0.509884 0.487169 0.484720 0.466795
11880,731 8730 8728 2814 13671 14765 10063 1531 14986 8904,0.631563 0.554425 0.347371 0.306529 0.294978 0.272465 0.272383 0.270724 0.262871 0.253824
11881,13347 13201 14139 13672 13200 12746 13660 13323 3463 13539,0.918309 0.867500 0.806083 0.805482 0.803103 0.778386 0.760906 0.633504 0.606298 0.602143
11882,599 6194 11677 5201 12135 6773 3825 5652 6629 4410,0.304438 0.302974 0.299392 0.287541 0.286049 0.277557 0.277088 0.271643 0.269665 0.268976
11883,3828 14973 2163 4820 1693 9315 3830 4719 11482 1435,0.873270 0.805891 0.722158 0.644072 0.556638 0.427583 0.400880 0.392663 0.389120 0.374892
11884,2658 713 2808 8640 14002 11689 7509 12428 10909 7631,0.664428 0.522440 0.506113 0.489182 0.452168 0.433670 0.417969 0.391453 0.380225 0.371704
11885,880 1372 1021 6951 1930 10683 1495 14921 11017 8559,0.316294 0.303504 0.296661 0.285021 0.281587 0.269688 0.265733 0.263158 0.250891 0.246850
11886,4746 12897 7252 3774 4745 12894 7698 12896 10925 7874,0.569068 0.483161 0.371243 0.370005 0.366833 0.297008 0.240134 0.227693 0.213355 0.206760
11887,10312 13547 12861 9434 15267 7086 11764 11765 5115 13017,0.444893 0.430951 0.403686 0.401246 0.397334 0.351491 0.346321 0.336934 0.328554 0.310093
11888,15086 12651 12499 13122 6951 14754 6082 10683 3179 13046,0.517952 0.500761 0.430386 0.417874 0.330348 0.327766 0.321842 0.312577 0.301180 0.298490
11889,8443 4137 12839 10099 9852 3271 12475 13723 4597 15092,0.429311 0.390174 0.321793 0.320370 0.302573 0.271347 0.271169 0.266316 0.263798 0.259890
11890,1719 4626 13621 4133 7057 11399 5426 6398 4709 7784,0.326436 0.293810 0.262448 0.251756 0.238572 0.232948 0.232919 0.232919 0.220103 0.218004
11891,11806 11351 4398 3003 13237 2870 1143 12939 9629 13185,0.536363 0.366138 0.361651 0.344835 0.330991 0.327149 0.324050 0.320334 0.318158 0.315071
11892,6395 1005 1002 9634 12932 1013 9630 12726 73 14154,0.318858 0.299646 0.299076 0.275012 0.259995 0.254050 0.232789 0.222750 0.218133 0.217955
11893,11894 8031 11895 8405 6463 309 10318 199 658 10192,0.692877 0.603324 0.595372 0.448689 0.374035 0.319604 0.293979 0.275405 0.241272 0.220100
11894,11895 8031 11893 8405 6463 309 10318 199 7835 12390,0.838818 0.745701 0.692877 0.491114 0.487520 0.416573 0.383174 0.358965 0.299991 0.281073
11895,11894 8031 11893 6463 8405 309 10318 199 12390 4936,0.838818 0.640762 0.595372 0.418914 0.406585 0.357951 0.329252 0.308450 0.241519 0.233008
11896,560 9259 8618 10951 6870 10193 7628 10941 4317 9286,0.251220 0.241251 0.233727 0.220593 0.220560 0.215268 0.208506 0.195049 0.187024 0.184198
11897,8805 13082 6995 12883 8810 5192 11541 12882 10733 10101,0.530174 0.358423 0.332705 0.332705 0.315745 0.302669 0.261340 0.246278 0.215105 0.205880
11898,13730 11878 12535 13648 2822 13321 11121 11051 12994 7389,0.475145 0.411476 0.409739 0.363918 0.339815 0.327182 0.317319 0.314784 0.289558 0.253380
11899,8631 14335 1339 5998 2614 13996 13319 4836 13561 9289,0.603747 0.530484 0.411795 0.405606 0.385293 0.379820 0.349677 0.347106 0.345895 0.342708
11900,11530 11154 4949 10778 10598 13352 9322 9196 10803 7592,0.294563 0.253975 0.253975 0.250488 0.247204 0.231719 0.211705 0.189776 0.184874 0.184449
11901,10949 13161 14301 12876 7953 13289 7648 10442 11707 8912,0.241479 0.214244 0.211723 0.189925 0.187692 0.187436 0.186295 0.164583 0.160449 0.139433
11902,4834 7163 8516 6130 6881 6131 4698 14822 4871 6104,0.443051 0.428179 0.361496 0.337987 0.330344 0.319780 0.312595 0.311159 0.308150 0.283535
11903,1387 4482 11332 5130 12287 2560 2111 9362 4171 14694,0.461349 0.361515 0.354105 0.343311 0.339213 0.336334 0.328179 0.321366 0.296736 0.295695
11904,14447 11934 6072 12191 2097 6155 6157 3992 13161 12714,0.609726 0.566700 0.547014 0.508477 0.494687 0.474636 0.459910 0.374551 0.364519 0.360450
11905,15290 5092 5104 5103 5102 5101 5100 5099 5098 5097,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11906,14121 11255 3924 3992 2097 9186 3188 2101 10666 3635,0.585355 0.577290 0.447565 0.386237 0.385935 0.370169 0.359536 0.351503 0.346848 0.331272
11907,4444 13545 12636 8432 1789 12928 12927 8167 12956 5242,1.000000 0.761356 0.742898 0.736715 0.574086 0.516385 0.516385 0.368504 0.363270 0.342190
11908,13770 12466 12972 8356 1178 11660 1025 816 9912 1616,0.866358 0.442229 0.432158 0.340585 0.329904 0.302624 0.284217 0.278247 0.258354 0.238138
11909,7492 563 7749 841 13258 13596 8564 14950 5213 3833,0.362417 0.359443 0.274278 0.251754 0.249355 0.244508 0.243932 0.240605 0.240461 0.240323
11910,14505 11144 8782 1933 6223 12622 1337 1682 12430 11307,0.417288 0.404784 0.339375 0.330571 0.318489 0.298879 0.278539 0.277904 0.273101 0.270643
11911,14513 13420 14983 14478 14838 14611 11221 5966 4548 2320,0.909209 0.720506 0.563425 0.500414 0.476103 0.387625 0.330838 0.330221 0.278673 0.264056
11912,6170 6253 1662 1510 12037 10352 10120 5353 13677 13034,0.490607 0.336146 0.318613 0.241629 0.215762 0.207370 0.202881 0.200055 0.194070 0.190151
11913,1534 1327 11879 11650 13059 6000 13342 6628 12426 3465,0.325275 0.245349 0.238480 0.229745 0.219103 0.218703 0.211881 0.208276 0.207176 0.206354
11914,811 4219 5027 12022 6043 1482 1460 1398 9442 4925,0.599460 0.569787 0.559940 0.523025 0.491663 0.489884 0.480562 0.480014 0.463850 0.442935
11915,7153 5750 3403 10790 5096 374 2134 8480 363 2959,0.521037 0.490604 0.476240 0.474146 0.468426 0.466872 0.466189 0.426543 0.420206 0.415166
11916,13749 9517 15105 4482 13747 14729 3944 7861 8467 9340,0.508415 0.337534 0.280639 0.267315 0.267098 0.266150 0.252008 0.251381 0.247413 0.244822
11917,7209 2316 10965 3214 13413 2958 9024 5748 11832 10291,0.450712 0.425804 0.425470 0.406947 0.400944 0.396927 0.394946 0.387050 0.381300 0.365034
11918,2824 2823 12918 3796 11832 177 9914 8349 452 10410,0.454841 0.454459 0.434418 0.396705 0.396074 0.345195 0.314858 0.308945 0.304834 0.302003
11919,6900 12106 14298 10565 10292 12764 2585 10790 6903 10538,0.310264 0.292680 0.287516 0.275059 0.258983 0.249967 0.244113 0.231036 0.229386 0.218786
11920,2519 7153 5750 7295 3403 10790 5096 374 2134 11915,0.441718 0.432340 0.407088 0.405541 0.395169 0.393431 0.388685 0.387396 0.386829 0.379327
11921,4743 10627 10990 13789 4461 4145 8542 2872 13223 4626,0.410419 0.366376 0.365958 0.360744 0.342866 0.332519 0.293798 0.292142 0.286671 0.280332
11922,4614 14761 1139 1135 5449 14760 1142 1144 9629 11724,0.681446 0.625410 0.506567 0.506187 0.376249 0.371516 0.367060 0.363527 0.205876 0.204336
11923,4415 9191 11382 10997 6804 10998 10630 5846 13209 10628,0.868166 0.868166 0.840724 0.623146 0.618228 0.554427 0.535379 0.443776 0.413686 0.376622
11924,14568 14185 2582 5151 5150 11599 3917 11925 5975 5298,0.866510 0.808434 0.716744 0.716744 0.716744 0.642290 0.632792 0.594315 0.357940 0.305481
11925,11924 14568 14185 5150 5151 2582 3917 11599 2288 13044,0.594315 0.593427 0.553654 0.490860 0.490860 0.490860 0.447824 0.438062 0.387017 0.384531
11926,8271 5218 11198 9545 3827 2737 8582 1869 12602 11038,0.521868 0.521843 0.448808 0.435053 0.416681 0.406710 0.364886 0.355814 0.303617 0.273361
11927,11390 13682 10430 9407 13735 4507 4158 6310 14617 388,0.499309 0.427614 0.405280 0.383655 0.352461 0.335568 0.332414 0.325030 0.325017 0.319591
11928,6746 7398 6748 6668 6745 4123 14292 12491 12466 14718,0.651195 0.651195 0.511145 0.474777 0.445692 0.445692 0.445692 0.445692 0.420268 0.411513
11929,15290 5092 5104 5103 5102 5101 5100 5099 5098 5097,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11930,4571 13317 7022 12531 8044 2680 9417 12245 13910 6066,0.469113 0.456471 0.434689 0.413315 0.410760 0.409187 0.401706 0.383288 0.381365 0.380723
11931,12018 3560 10385 1066 3187 3730 3606 3140 330 2004,0.681656 0.658418 0.642402 0.541808 0.466456 0.459279 0.452364 0.444331 0.386510 0.338875
11932,8411 14129 2835 14798 4254 3908 971 12128 6021 14078,0.564904 0.564904 0.458740 0.328579 0.304426 0.297452 0.279508 0.276274 0.271108 0.262511
11933,9811 10055 4872 1385 3017 14639 3588 5270 2457 14967,0.428253 0.371909 0.371754 0.364904 0.338055 0.337254 0.312088 0.309661 0.303446 0.303213
11934,14447 6155 11904 6072 6157 9186 7394 7621 3992 8047,0.723739 0.586481 0.566700 0.539553 0.489538 0.460606 0.388349 0.370374 0.353923 0.345609
11935,1586 9186 1412 1418 3992 1427 3310 3710 3014 4264,0.572905 0.493725 0.379860 0.373686 0.370549 0.363832 0.355078 0.341337 0.325951 0.319000
11936,11938 8348 11939 27 3790 11937 3406 6468 851 9928,0.792354 0.697346 0.693825 0.690027 0.678837 0.676353 0.664849 0.404697 0.312001 0.270493
11937,11938 8348 11939 27 3790 3406 11936 6468 851 2531,0.853598 0.751247 0.747453 0.743362 0.731306 0.716237 0.676353 0.435977 0.323703 0.260104
11938,8348 11939 27 3790 11937 3406 11936 6468 851 1350,0.880094 0.875650 0.870856 0.856733 0.853598 0.839080 0.792354 0.510752 0.379222 0.295578
11939,11938 3406 8348 27 3790 11937 11936 6468 851 10017,0.875650 0.787088 0.770654 0.762565 0.750198 0.747453 0.693825 0.447240 0.332065 0.286360
11940,10869 5283 9792 3198 10399 7559 4970 14723 11637 5819,0.261244 0.242375 0.236211 0.228256 0.226806 0.224653 0.206156 0.201376 0.199967 0.199130
11941,4236 13976 3478 1974 13032 10343 9428 5493 6798 12602,0.315132 0.312694 0.299533 0.285178 0.279670 0.268541 0.266542 0.262733 0.260063 0.258638
11942,9496 4744 13517 6467 137 3867 9096 5223 3825 10675,0.618297 0.487688 0.445608 0.444344 0.429694 0.420838 0.411727 0.407403 0.401258 0.390800
11943,14641 10343 11770 10344 14060 10851 5589 11554 6269 9502,1.000000 0.400104 0.385753 0.327965 0.320556 0.317599 0.287818 0.281404 0.276382 0.273060
11944,12513 6927 616 14908 4242 4993 14940 12615 14151 2651,0.677275 0.570263 0.419051 0.395934 0.393772 0.322949 0.321453 0.319099 0.296673 0.270628
11945,2800 12266 9660 14024 11429 14630 11426 11427 11206 3561,0.573808 0.537001 0.527145 0.511524 0.509659 0.506203 0.390964 0.389828 0.380697 0.377958
11946,8471 5887 11552 9405 14489 15026 13596 338 5213 3833,0.937925 0.937925 0.923322 0.866110 0.761553 0.715080 0.690406 0.362478 0.338425 0.338230
11947,12964 14 14665 3451 3445 14659 3664 1 1537 5254,0.671351 0.448589 0.443380 0.413622 0.380039 0.345582 0.343984 0.329874 0.308492 0.305659
11948,8238 12153 1 14073 607 8564 14659 12366 9790 14544,0.435048 0.395684 0.327830 0.297944 0.283707 0.271438 0.261944 0.252528 0.235670 0.232393
11949,3622 9364 2447 3578 2953 5346 8385 15290 5094 5095,0.574796 0.507536 0.301080 0.300494 0.286036 0.239489 0.204252 0.000000 0.000000 0.000000
11950,15290 5092 5104 5103 5102 5101 5100 5099 5098 5097,0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
11951,11481 8722 140 1350 4635 14825 12222 5233 3818 2185,0.529458 0.529458 0.529458 0.529458 0.529458 0.529458 0.529458 0.529458 0.529458 0.529458
11952,8285 4092 14071 9004 475 11269 301 12805 3639 3865,0.589968 0.347394 0.270103 0.257361 0.252298 0.252015 0.244264 0.242390 0.235510 0.234213
11953,13196 3462 130 7504 8500 3225 4172 2446 7867 6679,0.485835 0.467236 0.435793 0.433589 0.426252 0.417381 0.389579 0.373380 0.368911 0.366161
11954,33 3160 242 7921 6906 5144 2756 11865 5236 11478,0.500523 0.479400 0.415713 0.394938 0.393536 0.389083 0.380783 0.369215 0.355531 0.338884
11955,10076 7282 14332 13047 9894 14390 13325 9859 374 13727,0.900978 0.786244 0.455576 0.384128 0.291616 0.286930 0.266417 0.263190 0.262967 0.229457
11956,15160 11757 1904 4522 4104 4540 12294 6732 4727 15272,0.821044 0.821044 0.821044 0.821044 0.821044 0.821044 0.755197 0.738597 0.736318 0.715926
11957,8971 5989 3191 1520 4231 7205 4984 2352 793 1385,0.543121 0.526034 0.500848 0.488453 0.455703 0.392690 0.384475 0.383278 0.366968 0.358749
11958,10262 10266 12463 4728 12264 1503 9986 9405 3520 11521,0.474943 0.400635 0.337105 0.330481 0.287276 0.271873 0.269461 0.259950 0.242612 0.237380
11959,4206 260 10468 13716 15057 3950 8994 7486 4632 273,0.316190 0.310396 0.286108 0.280805 0.261853 0.254815 0.251332 0.242823 0.237293 0.231655
11960,1210 3520 6032 14904 810 10296 1650 4506 747 761,0.579451 0.552686 0.482217 0.435575 0.427138 0.415975 0.411205 0.395749 0.376545 0.360767
11961,5340 5909 7841 7213 14967 1877 10319 13968 10767 14192,0.572263 0.527102 0.514354 0.469230 0.460349 0.452232 0.435641 0.416731 0.390315 0.377073
11962,5711 6981 628 566 8520 10455 9808 10140 12254 10581,0.374514 0.300588 0.297968 0.292887 0.282130 0.278905 0.276852 0.276095 0.273028 0.261297
11963,12837 14146 13693 8140 6484 4701 904 905 11127 1699,0.646639 0.550168 0.500132 0.452991 0.397140 0.383865 0.369836 0.351764 0.335822 0.297660
11964,6226 1679 10271 10272 10269 10224 11520 5767 5878 13979,0.517956 0.493611 0.483906 0.435048 0.407271 0.298234 0.296515 0.258241 0.247184 0.243970
11965,9892 11966 8429 13335 344 9220 15034 13657 4755 13054,0.682734 0.663523 0.629715 0.595790 0.565149 0.563802 0.406484 0.392448 0.388135 0.354166
11966,11965 9892 8429 13335 344 9220 15034 13054 13657 3587,0.663523 0.503432 0.464337 0.439321 0.416727 0.415734 0.299731 0.299160 0.296409 0.295125
11967,617 5909 13292 4372 4754 1792 12652 14134 5903 9230,0.710810 0.633970 0.578562 0.573021 0.570098 0.483397 0.474776 0.451818 0.396374 0.388701
11968,8389 12067 13301 14463 10312 2614 12861 9434 12857 15267,0.331742 0.331742 0.288209 0.287450 0.273414 0.256147 0.248090 0.246591 0.245598 0.244187
11969,3461 14675 3309 9480 9905 14419 377 8595 3308 14825,0.904142 0.886728 0.843516 0.697088 0.647724 0.406202 0.403143 0.394339 0.359703 0.357391
11970,5212 12069 2485 8523 3274 5835 3329 7724 2558 4894,0.558250 0.428731 0.395684 0.395684 0.380179 0.357717 0.346728 0.345960 0.340317 0.330693
11971,3653 11696 11694 12863 13791 14098 12186 11695 9338 13398,0.367379 0.354651 0.350315 0.342439 0.286248 0.261899 0.258046 0.257889 0.250595 0.245229
11972,6908 15249 13913 9320 172 832 6237 5236 10479 9928,0.649355 0.560474 0.502094 0.427734 0.402750 0.354900 0.351115 0.346950 0.338254 0.338254
11973,8867 8521 1639 9397 9710 1568 435 1516 3015 6051,0.872182 0.721389 0.705416 0.681930 0.633581 0.581882 0.575831 0.554841 0.533954 0.515482
11974,7390 9876 14525 15095 3133 975 511 5707 11555 14053,0.364146 0.305415 0.302458 0.260408 0.247573 0.237585 0.230394 0.230137 0.228670 0.226081
11975,10640 7234 5809 5807 2600 333 9375 8977 14857 332,0.636093 0.497784 0.480893 0.448646 0.440098 0.431079 0.403863 0.401205 0.396995 0.381767
11976,2506 2501 9922 9709 2515 2193 13436 9016 5301 996,0.522351 0.492966 0.484717 0.479788 0.450080 0.444614 0.441509 0.439902 0.437122 0.436206
11977,7851 5320 12823 12278 5292 12471 9948 3814 10728 6710,0.443819 0.320352 0.304483 0.277598 0.270136 0.254680 0.252196 0.238655 0.234706 0.230182
11978,13715 14914 4530 9126 8237 11187 12439 14192 6231 8055,0.534125 0.416445 0.388985 0.385980 0.380788 0.333062 0.309257 0.308201 0.304259 0.293166
11979,775 5993 792 6910 757 3033 2798 1900 464 2762,0.415459 0.414402 0.331706 0.331099 0.322596 0.318183 0.315082 0.312782 0.312648 0.302122
11980,8085 11860 8339 14005 8882 130 7305 9921 1446 12307,0.810135 0.474719 0.439440 0.370837 0.358876 0.342593 0.341918 0.340861 0.309931 0.301321
11981,14845 2829 1311 2828 3263 3813 4586 9589 3261 1336,0.839079 0.839079 0.805078 0.734247 0.660544 0.557514 0.498655 0.412033 0.406212 0.371821
11982,14326 13052 8962 7238 5459 6730 12487 2957 13671 5345,0.399972 0.304641 0.301770 0.292513 0.285378 0.284663 0.283457 0.256262 0.254002 0.252350
11983,1174 7251 4992 13752 7407 11015 6476 2201 13653 12158,0.519660 0.482141 0.345860 0.331070 0.313267 0.294606 0.294322 0.290503 0.273567 0.272699
11984,12141 11489 5886 8460 5678 354 12162 8763 801 204,0.335998 0.301068 0.297259 0.291598 0.290589 0.275135 0.266493 0.259603 0.246288 0.243796
11985,10550 4195 9544 5434 1652 7875 1647 5069 4934 7779,0.314851 0.290495 0.276089 0.264743 0.258375 0.258375 0.258375 0.235029 0.229102 0.223008
11986,9566 5083 2548 3827 2209 8560 10245 6302 4204 10550,0.734035 0.652284 0.610379 0.337948 0.286673 0.259125 0.246223 0.245780 0.242781 0.230285
