i,Title,Author,description,api_title,api_authors,api_source,api_query
14326,Tout sur la psychiatrie /,,"Tout sur la psychiatrie / is a book from the catalog. It is associated with the following themes: Psychiatrie, Guides pratiques. The book is published by Foucher.",,,Local metadata fallback,
14327,Santé mentale : démarche de soins et diagnostics infirmiers /,"MacFarland, Gertrude K","Santé mentale : démarche de soins et diagnostics infirmiers / is a book by MacFarland, Gertrude K. It is associated with the following themes: santé mentale--soins infirmiers--[manuel], diagnostic infirmier--santé mentale--[manuel]. The book is published by Masson.",,,Local metadata fallback,
14328,ABC des gestes techniques et des tests fonctionnels en médecine interne /,,"ABC des gestes techniques et des tests fonctionnels en médecine interne / is a book from the catalog. It is associated with the following themes: Internal Medicine, Médecine interne, Handbook. The book is published by Médecine & Hygiène.",,,Local metadata fallback,
14329,La musicothérapie /,"Vrait, François-Xavier","La musicothérapie / is a book by Vrait, François-Xavier. It is associated with the following themes: Musicothérapie. The book is published by Presses Universitaires de France.",,,Local metadata fallback,
14330,"Habiliter à l'occupation : faire avancer la perspective ergothérapique de la santé, du bien-être et de la justice par l'occupation /","Townsend, Elizabeth A","Habiliter à l'occupation : faire avancer la perspective ergothérapique de la santé, du bien-être et de la justice par l'occupation / is a book by Townsend, Elizabeth A. It is associated with the following themes: Ergothérapie. The book is published by CAOT Publications ACE.",,,Local metadata fallback,
14331,Tout sur les soins palliatifs en fiches mémos /,"Abbadi, Hayat","Tout sur les soins palliatifs en fiches mémos / is a book by Abbadi, Hayat. It is associated with the following themes: Soins palliatifs, Guides pratiques. The book is published by Foucher.",,,Local metadata fallback,
14332,Traiter le parkinson : prise en charge globale et multidisciplinaire du patient parkinsonien /,,Traiter le parkinson : prise en charge globale et multidisciplinaire du patient parkinsonien / is a book from the catalog. It is associated with the following themes: maladie de Parkinson. The book is published by De Boeck.,,,Local metadata fallback,
14333,"Autisme, corps et psychomotricité : approches plurielles /",,"Autisme, corps et psychomotricité : approches plurielles / is a book from the catalog. It is associated with the following themes: Autisme, Image du corps, Psychomotricité, Trouble autistique., Image du corps.. The book is published by Dunod.",,,Local metadata fallback,
14334,Neurosciences /,"Purves, Dale","This classic textbook guides students through the challenges and excitement of the rapidly changing field of neuroscience. Accessible for both medical students and undergraduate neuroscience students, the 5th edition has been updated throughout to reflect the latest developments.",Neuroscience,Dale Purves,Open Library Search -> Work,"title=Neurosciences; author=Purves, Dale"
14335,Les concepts en sciences infirmières /,,"Les concepts en sciences infirmières / is a book from the catalog. It is associated with the following themes: Concepts--Soins infirmiers, Nursing, Nursing Research, Concept Formation, Nursing Process. The book is published by Mallet Conseil.",,,Local metadata fallback,
14336,Urg' Pédiatrie : toutes les situations d'urgence pédiatrique en poche! /,,"Urg' Pédiatrie : toutes les situations d'urgence pédiatrique en poche! / is a book from the catalog. It is associated with the following themes: Pediatrics, Pediatric Emergency Medicine, Emergency Medicine, Urgences en pédiatrie, Chirurgie pédiatrique. The book is published by Arnette.",,,Local metadata fallback,
14337,Ethique et responsabilité en médecine /,"Benaroyo, Lazare","Ethique et responsabilité en médecine / is a book by Benaroyo, Lazare. It is associated with the following themes: éthique--médecine clinique, Ethics, Medical, Clinical Medicine, Physician's Role, bioéthique--médecine--responsabilité. The book is published by Médecine & hygiène.",,,Local metadata fallback,
14338,"Fixed income securities : valuation, risk, and risk management /","Veronesi, Pietro","Fixed income securities : valuation, risk, and risk management / is a book by Veronesi, Pietro. It is associated with the following themes: Valeurs mobilières à revenus fixes, Gestion du risque. The book is published by Wiley.",,,Local metadata fallback,
14339,Derivatives markets /,"McDonald, Robert L. 1954- (Robert Lynch),","Derivatives markets / is a book by McDonald, Robert L. 1954- (Robert Lynch),. It is associated with the following themes: Marchés à terme d'instruments financiers, [Manuels d'enseignement supérieur]. The book is published by Pearson.",,,Local metadata fallback,
14340,"Guerre et société, 1270-1480 /",,"Guerre et société, 1270-1480 / is a book from the catalog. It is associated with the following themes: Guerre, Histoire militaire, 13e siècle-15e siècle, France, Grande-Bretagne. The book is published by Atlande.",,,Local metadata fallback,
14341,Les croisades vues par les Arabes /,"Maalouf, Amin 1949-....","""Chaque fois que nous évoquons les croisades, c'est à travers les récits des croisés. Mais il y a aussi ceux qui ont été envahis par les croisés. Mais il y a aussi ceux qui ont été envahis par les croisés, et qui étaient les habitants de ces territoires. Justement, Amin Maalouf publie chez Jean-Claude Lattès Les croisades vues par les arabes. Voilà l'autre bout de la lorgnette ! Il faut bien constater que les versions orientales et occidentales ne coïncident guère. Nous avons, nous, écrit notre propre vision ; pendant ce temps, ils ont écrit la leur. C'est pourquoi cette nouvelle histoire des croisades ne ressemble à aucune autre"". Alain Decaux de L'Académie française. France Inter. ""Un ouvrage remarquable qui complète plus qu'il ne contredis celui de René Grousset"". Eugène Mannoni. Le Point. ""Amin Maalouf a écrit une histoire attachante, agréable à lire, qui constitue une image renversée de ces contes de fées que sont pour nous les croisades"". The New Yorker. ""Les croisades vues par les Arabes nous offres une perspective inhabituelle de la confrontation entre l'Europe occidentale chrétienne et le Moyen-Orient musulman"". The Economist. Londres. Amin Maalouf est l'auteur de Léon l'Africain. Les croisades vues par les Arabes, publié pour la première fois en 1983, est désormais un classique, traduit en plusieurs langues.",Les Croisades vues par les Arabes,Amin Maalouf,Open Library Search -> Work,"title=Les croisades vues par les Arabes; author=Maalouf, Amin -...."
14342,La crise de 1929 /,"Hautcoeur, Pierre-Cyrille","La crise de 1929 / is a book by Hautcoeur, Pierre-Cyrille. It is associated with the following themes: Krach boursier (1929), crise économique--1929. The book is published by La Découverte.",,,Local metadata fallback,
14343,Le ciné-œil de la révolution : écrits sur le cinéma /,"Vertov, Dziga","Le ciné-œil de la révolution : écrits sur le cinéma / is a book by Vertov, Dziga. It is associated with the following themes: Vertov, Dziga,--1896-1954, Vertov Dziga, Motion pictures, Cinéma et révolution., Cinéma et révolution. The book is published by les Presses du réel.",,,Local metadata fallback,
14344,Queer et fières /,"Ellis, Rowan","Queer et fières / is a book by Ellis, Rowan. It is associated with the following themes: Identité sexuelle, Orientation sexuelle, Minorités sexuelles. The book is published by Gallimard jeunesse.",,,Local metadata fallback,
14345,Egalité : les garanties de la Constitution fédérale du 18 avril 1999 /,"Grisel, Etienne Jacques, 1944-","Egalité : les garanties de la Constitution fédérale du 18 avril 1999 / is a book by Grisel, Etienne Jacques, 1944-. It is associated with the following themes: égalité des sexes--Suisse. ""Constitution de 1999"", droit constitutionnel--égalité des sexes--Suisse, égalité--* droit constitutionnel--Suisse, Droit constitutionnel, Droits de l'homme. The book is published by Stämpfli.",,,Local metadata fallback,
14346,Arrête ! Tu me fais mal ! : la violence domestique en 60 questions et 59 réponses /,"Welzer-Lang, Daniel",Qu'appelle-t-on violence domestique? Quelles formes prend-elle? Est-elle naturelle? Quels sont les mythes et les croyances que nous véhiculons sur les hommes violents et les femmes battues? Comment fonctionne la violence dans les couples? Quel est le sens de cette violence? Comment s'en sortir?,Arrête! tu me fais mal!,,Open Library ISBN,9782228899857
14347,Les grands arrêts de droit international pénal /,,"Les grands arrêts de droit international pénal / is a book from the catalog. It is associated with the following themes: internationales Strafrecht, internationales Strafgericht, Gerichts- und Verwaltungspraxis, Entscheidsammlung. The book is published by Dalloz.",,,Local metadata fallback,
14348,The curious incident of the dog in the night-time /,"Haddon, Mark","This is Christopher's murder mystery story. There are no lies in this story because Christopher can't tell lies. Christopher does not like strangers or the colours yellow or brown or being touched. On the other hand, he knows all the countries in the world and their capital cities and every prime number up to 7507. When Christohper decides to find out who killed the neighbour's dog, his mystery story becomes more complicated than he could ever have predicted.",The curious incident of the dog in the night-time.,,Open Library ISBN -> Work,9780099470434
14349,Full stop : le génocide des Tutsi du Rwanda /,"Debomy, Frédéric","Full stop : le génocide des Tutsi du Rwanda / is a book by Debomy, Frédéric. The book is published by Cambourakis.",,,Local metadata fallback,
14350,Le génocide des Tutsi du Rwanda /,"Piton, Florent","Le génocide des Tutsi du Rwanda / is a book by Piton, Florent. It is associated with the following themes: Génocide des Tutsi (1994). The book is published by La Découverte.",,,Local metadata fallback,
14351,Le génocide des Tutsi au Rwanda /,"Reyntjens, Filip","Le génocide des Tutsi au Rwanda / is a book by Reyntjens, Filip. It is associated with the following themes: Génocide des Tutsi (1994). The book is published by Que sais-je?.",,,Local metadata fallback,
14352,"Garzanti francese : francese - italiano, italiano - francese /",,"Garzanti francese : francese - italiano, italiano - francese / is a book from the catalog. It is associated with the following themes: [Dictionnaires italiens]. The book is published by Garzanti Linguistica.",,,Local metadata fallback,
14353,L'analyse quantitative des données /,"Martin, Olivier, 1966-","L'analyse quantitative des données / is a book by Martin, Olivier, 1966-. It is associated with the following themes: Statistiques sociales, Recherche quantitative, Analyse des données. The book is published by Armand Colin.",,,Local metadata fallback,
14354,Manuel d'aménagement du territoire pour la Suisse romande /,"Bridel, Laurent, 1935-","Manuel d'aménagement du territoire pour la Suisse romande / is a book by Bridel, Laurent, 1935-. It is associated with the following themes: aménagement du territoire--Suisse romande--[manuel], Raumplanung und öffentliches Baurecht, Schweiz. The book is published by Georg.",,,Local metadata fallback,
14355,Guide de communication en français /,"Martins, Cidália","Guide de communication en français / is a book by Martins, Cidália. It is associated with the following themes: Français langue étrangère, Français (langue), Communication orale, Manuels pour allophones, [Manuels pour allophones]. The book is published by Didier.",,,Local metadata fallback,
14356,Crónica de una muerte anunciada /,"García Márquez, Gabriel, 1927-2014‏",Also contained in: - [Collected Novellas](https://openlibrary.org/works/OL274508W),Crónica de una muerte anunciada,,Open Library ISBN -> Work,9788439728382
14357,L'art-thérapie /,"Klein, Jean-Pierre, psychiatre","L'art-thérapie / is a book by Klein, Jean-Pierre, psychiatre. It is associated with the following themes: Art-thérapie. The book is published by Presses universitaires de France.",,,Local metadata fallback,
14358,Entre art et thérapie : réflexions partagées /,,Entre art et thérapie : réflexions partagées / is a book from the catalog. It is associated with the following themes: Art-thérapie. The book is published by InFolio Editions.,,,Local metadata fallback,
14359,Practical implementation science : moving evidence into action /,,Practical implementation science : moving evidence into action / is a book from the catalog. It is associated with the following themes: Implementation Science. The book is published by Springer Publishing.,,,Local metadata fallback,
14360,Theoretical basis for nursing /,"McEwen, Melanie","Theoretical basis for nursing / is a book by McEwen, Melanie. It is associated with the following themes: Nursing Theory, Théorie (philosophie), Soins infirmiers. The book is published by Wolters Kluwer.",,,Local metadata fallback,
14361,L'art de : Le voyage de Chihiro : [un film de Hayao Miyazaki] /,"Mallet, Christian","L'art de : Le voyage de Chihiro : [un film de Hayao Miyazaki] / is a book by Mallet, Christian. It is associated with the following themes: Miyazaki, Hayao, Miyazaki Hayao, Sen to Chihiro no kamikakushi, Le Voyage de Chihiro, Spirited Away. The book is published by Glénat.",,,Local metadata fallback,
14362,Psychologie de la santé /,"Ogden, Jane","Psychologie de la santé / is a book by Ogden, Jane. It is associated with the following themes: Psychology, Clinical, Psychology, Medical, Behavioral Medicine, Psychologie de la santé, Santé--Psychologie. The book is published by De Boeck Supérieur.",,,Local metadata fallback,
14363,Les recours universitaires /,"Geissbühler, Grégoire","Les recours universitaires / is a book by Geissbühler, Grégoire. It is associated with the following themes: Verwaltungs- und Verwaltungsgerichtsverfahren, Einsprache, Prüfungsergebnis, Statistik, Student. The book is published by Schulthess éd romandes.",,,Local metadata fallback,
14364,Nouveau manuel sur la pauvreté en Suisse /,"Schuwey, Claudia, 1975-","Nouveau manuel sur la pauvreté en Suisse / is a book by Schuwey, Claudia, 1975-. It is associated with the following themes: Pauvreté, Indicateurs de pauvreté, Aide sociale, Suisse. The book is published by Caritas.",,,Local metadata fallback,
14365,Les mystères d'Eleusis /,"Foucart, Paul François","Les mystères d'Eleusis / is a book by Foucart, Paul François. It is associated with the following themes: mystères éleusiniens. The book is published by Dualpha.",,,Local metadata fallback,
14366,"Bescherelle : la conjugaison pour tous : les tableaux de conjugaison, la grammaire du verbe, liste alphabétique des verbes",,"Bescherelle : la conjugaison pour tous : les tableaux de conjugaison, la grammaire du verbe, liste alphabétique des verbes is a book from the catalog. The book is published by Hatier.",,,Local metadata fallback,
14367,Surmonter le TDAH de l'adulte : mon programme en 16 étapes pour le TDAH de l'adulte /,"Lopez, Régis","Surmonter le TDAH de l'adulte : mon programme en 16 étapes pour le TDAH de l'adulte / is a book by Lopez, Régis. It is associated with the following themes: Trouble déficitaire de l'attention avec ou sans hyperactivité. The book is published by Auto-édition.",,,Local metadata fallback,
14368,DALF C1/C2 : 250 activités /,,"DALF C1/C2 : 250 activités / is a book from the catalog. It is associated with the following themes: Français (langue)--Questions, Français (langue), Examens, Problèmes et exercices, Manuels pour allophones. The book is published by CLE International.",,,Local metadata fallback,
14369,"Faire réussir les élèves avec la pédagogie différenciée en cycle 2 : CP, CE1, CE2 : programme 2016 /","Battut, Eric, 1961-","Faire réussir les élèves avec la pédagogie différenciée en cycle 2 : CP, CE1, CE2 : programme 2016 / is a book by Battut, Eric, 1961-. It is associated with the following themes: Enseignement individualisé, Classes hétérogènes, Pédagogie par objectifs, Enseignement primaire--France--Cours préparatoire, Enseignement primaire--France--Cours élémentaire. The book is published by Retz.",,,Local metadata fallback,
14370,"La personnalisation des apprentissages : agir face à l'hétérogénéité, à l'école et au collège /","Connac, Sylvain","Il n'est, bien sûr, d'apprentissage que « personnalisé » : un élève apprend avec ce qu'il sait et ce qu'il est , il l'apprend de manière singulière, en utilisant sa « méthode à lui » , il apprend parce qu'il s'engage lui-même dans une activité qui lui permet de progresser? Et c'est précisément pour cela que nous ne pouvons pas laisser fonctionner la personnalisation des apprentissages de manière complètement aléatoire. C'est à l'enseignant de mettre en place des situations et de proposer des outils pour que chacun et chacune puissent travailler et progresser de manière personnalisée et exigeante à la fois. Mais les enseignants le savent bien : cette « évidence pédagogique » ? exigence absolue dans une classe hétérogène ? n'est pas facile à mettre en oeuvre. Comment identifier ce qui convient à chacun sans, pour autant, l'assigner à la reproduction de ce qu'il sait déjà faire ? Comment « personnaliser » sans systématiquement « individualiser » et prendre le risque de faire éclater la classe ? Comment articuler le travail personnel, le travail en petits groupes et le cours collectif dans une pédagogie authentiquement coopérative ? Comment préparer en amont et gérer au quotidien une classe pour y « personnaliser » la pédagogie ? Voilà quelques questions, parmi bien d'autres, auxquelles Sylvain Connac répond dans cet ouvrage. Il le fait avec l'expérience d'un praticien et l'expertise d'un chercheur. Il le fait en proposant aussi bien des repères théoriques que des exemples concrets. Il le fait ? et c'est une des grandes originalités du livre ? en mettant le lecteur en « situation personnalisée de formation pédagogique ». Chaque enseignant trouvera donc ici les moyens d'avancer, avec ses collègues, vers des pratiques pédagogiques plus justes et efficaces. Avec les propositions de Sylvain Connac, l'hétérogénéité de la classe n'est plus un problème insoluble, c'est une",La personnalisation des apprentissages,Sylvain Connac,Open Library Search -> Work,"title=La personnalisation des apprentissages; author=Connac, Sylvain"
14371,La fête des mères /,"Massonaud, Emmanuelle","La fête des mères / is a book by Massonaud, Emmanuelle. It is associated with the following themes: Fête des mères, Ouvrages pour la jeunesse, Livres (premières lectures). The book is published by Hachette éducation.",,,Local metadata fallback,
14372,"Moi j'adore, la maîtresse déteste /","Brami, Elisabeth","Moi j'adore, la maîtresse déteste / is a book by Brami, Elisabeth. It is associated with the following themes: Bêtises d'enfants, Enseignants, Ouvrages pour la jeunesse. The book is published by Ed du Seuil Jeunesse.",,,Local metadata fallback,
14373,Le loup est revenu ! /,"Pennart, Geoffroy de",The victimized characters from stories involving the big bad wolf celebrate his regeneration but not before they even things out.,Le loup est revenu,,Open Library ISBN -> Work,9782211037495
14374,Atlas d'anatomie générale et radiologique /,"Dillenseger, Jean-Philippe","Atlas d'anatomie générale et radiologique / is a book by Dillenseger, Jean-Philippe. It is associated with the following themes: Anatomy, Anatomy, Regional, Diagnostic Imaging, Imagerie médicale, Anatomie humaine. The book is published by Elsevier Masson.",,,Local metadata fallback,
14375,Guide des technologies de l'imagerie médicale et de la radiothérapie : quand la théorie éclaire la pratique /,"Dillenseger, Jean-Philippe","Guide des technologies de l'imagerie médicale et de la radiothérapie : quand la théorie éclaire la pratique / is a book by Dillenseger, Jean-Philippe. It is associated with the following themes: Guides pratiques, Radiothérapie, Imagerie médicale. The book is published by Elsevier Masson.",,,Local metadata fallback,
14376,Comprendre l'IRM : manuel d'auto-apprentissage /,,"Comprendre l'IRM : manuel d'auto-apprentissage / is a book from the catalog. It is associated with the following themes: Magnetic Resonance Imaging, Occupational Medicine, Imagerie par résonance magnétique--Manuels d'enseignement, Physique médicale--Manuels d'enseignement, Textbook. The book is published by Elsevier Masson.",,,Local metadata fallback,
14377,Ingénieuse Eugénie /,"Wilsdorf, Anne","Ingénieuse Eugénie / is a book by Wilsdorf, Anne. The book is published by La Joie de lire.",,,Local metadata fallback,
14378,Clé USB 8Go,,Clé USB 8Go is a book from the catalog.,,,Local metadata fallback,
14379,"Le nouvel âge spatial : de la Guerre froide au ""New Space"" /","Pasco, Xavier","Le nouvel âge spatial : de la Guerre froide au ""New Space"" / is a book by Pasco, Xavier. It is associated with the following themes: Espace extra-atmosphérique--Exploration, Politique spatiale, Conquête de l'espace. The book is published by CNRS Editions.",,,Local metadata fallback,
14380,Histoire de la conquête spatiale : les 50 ans d'Apollo /,"Clervoy, Jean-François","Histoire de la conquête spatiale : les 50 ans d'Apollo / is a book by Clervoy, Jean-François. It is associated with the following themes: Conquête de l'espace--Histoire. The book is published by De Boeck Supérieur.",,,Local metadata fallback,
14381,L'hyperactivité (TDA/H) : les prises en charge neuropsychologique et psychoéducative /,,"L'hyperactivité (TDA/H) : les prises en charge neuropsychologique et psychoéducative / is a book from the catalog. It is associated with the following themes: Troubles d'hyperactivité avec déficit de l'attention, Adaptation scolaire, [Séquence pédagogique]. The book is published by De Boeck.",,,Local metadata fallback,
14382,Deep 3 /,"Mizuno, Mitsuhiro","Deep 3 / is a book by Mizuno, Mitsuhiro. It is associated with the following themes: Mangas. The book is published by Mangetsu.",,,Local metadata fallback,
14383,Espagnol : le vocabulaire /,"Palomo Delfa, Ana María","Espagnol : le vocabulaire / is a book by Palomo Delfa, Ana María. It is associated with the following themes: Vocabulaire espagnol. The book is published by Hatier.",,,Local metadata fallback,
14384,Frecuencias fusión A1-A2 : español communicativo para el siglo XXI : libro del estudiante /,,"Frecuencias fusión A1-A2 : español communicativo para el siglo XXI : libro del estudiante / is a book from the catalog. It is associated with the following themes: Manuels d'enseignement, Espagnol (langue). The book is published by Edinumen Editorial.",,,Local metadata fallback,
14385,"Heirat, Hetärentum und Konkubinat im klassischen Athen /","Hartmann, Elke","Heirat, Hetärentum und Konkubinat im klassischen Athen / is a book by Hartmann, Elke. It is associated with the following themes: Couples--Grèce--Athènes (Grèce)--Antiquité, Mariage--Grèce--Athènes (Grèce)--Antiquité, Prostitution--Grèce--Athènes (Grèce)--Antiquité, Concubinage--Grèce--Athènes (Grèce)--Antiquité, mariage--Athènes (Grèce)--époque classique grecque.. The book is published by Campus Verlag.",,,Local metadata fallback,
14386,Mauvaise connexion /,"Witek, Jo","Mauvaise connexion / is a book by Witek, Jo. The book is published by Talents hauts.",,,Local metadata fallback,
14387,Sociologie du sport /,"Duret, Pascal","Sociologie du sport / is a book by Duret, Pascal. It is associated with the following themes: Sociologie du sport. The book is published by Presses universitaires de France - Humensis.",,,Local metadata fallback,
14388,Nutrition du sport /,"Fink, Heather Hedrick","Nutrition du sport / is a book by Fink, Heather Hedrick. It is associated with the following themes: Sportifs--Alimentation, Manuels d'enseignement supérieur. The book is published by De Boeck supérieur.",,,Local metadata fallback,
14389,Les États-Unis et le monde de 1898 à nos jours /,"Nouailhat, Yves-Henri","Les États-Unis et le monde de 1898 à nos jours / is a book by Nouailhat, Yves-Henri. It is associated with the following themes: Crise de Cuba (1962), Conquête de l'espace--Etats-Unis, Guerre de Corée (1950-1953), Guerre du Vietnam (1961-1975), 1900-1999. The book is published by Armand Colin.",,,Local metadata fallback,
14390,Alzheimer : la vérité sur la maladie du siècle /,"Dubois, Bruno, 1952-","Alzheimer : la vérité sur la maladie du siècle / is a book by Dubois, Bruno, 1952-. It is associated with the following themes: Alzheimer, Maladie d', [Ouvrages généraux]. The book is published by Bernard Grasset.",,,Local metadata fallback,
14391,The Hunger games /,"Collins, Suzanne","In a dark vision of the near future, twelve boys and twelve girls are forced to appear in a live TV show called the Hunger Games. There is only one rule: kill or be killed. When sixteen-year-old Katniss Everdeen steps forward to take her sister's place in the games, she sees it as a death sentence. But Katniss has been close to death before. For her, survival is second nature.",The Hunger Games,,Open Library ISBN,9781407132082
14392,La soupe au caillou /,"Dorner, Christina","La soupe au caillou / is a book by Dorner, Christina. The book is published by Accès.",,,Local metadata fallback,
14393,Stop aux réseaux sociaux ! : 10 bonnes raisons de s'en méfier et de s'en libérer /,"Lanier, Jaron","Stop aux réseaux sociaux ! : 10 bonnes raisons de s'en méfier et de s'en libérer / is a book by Lanier, Jaron. It is associated with the following themes: Réseaux sociaux (Internet). The book is published by De Boeck Supérieur.",,,Local metadata fallback,
14394,Les animaux ont une histoire /,"Delort, Robert","Les animaux ont une histoire / is a book by Delort, Robert. It is associated with the following themes: animal--origines / 20e s.. The book is published by Editions du Seuil.",,,Local metadata fallback,
14395,L'art-thérapie /,"Dikann, Alain","L'art-thérapie / is a book by Dikann, Alain. It is associated with the following themes: Art-thérapie, Thérapie occupationnelle. The book is published by Grancher.",,,Local metadata fallback,
14396,Quand tu verras Sadie /,"Ellis, Kat","Quand tu verras Sadie / is a book by Ellis, Kat. The book is published by Nathan.",,,Local metadata fallback,
14397,Manon Lescaut /,"Prévost, Antoine-François, dit Prévost d'Exiles","Manon Lescaut / is a book by Prévost, Antoine-François, dit Prévost d'Exiles. The book is published by Flammarion.",,,Local metadata fallback,
14398,Psychologie de la créativité /,"Lubart, Todd I., 1965-","Psychologie de la créativité / is a book by Lubart, Todd I., 1965-. It is associated with the following themes: créativité--* psychologie cognitive. The book is published by A Colin.",,,Local metadata fallback,
14399,Lire la littérature à l'école : pourquoi et comment conduire cet apprentissage spécifique ? : de la GS au CM2 /,,"Lire la littérature à l'école : pourquoi et comment conduire cet apprentissage spécifique ? : de la GS au CM2 / is a book from the catalog. It is associated with the following themes: Lecture--Étude et enseignement, Littérature--Étude et enseignement. The book is published by Hatier.",,,Local metadata fallback,
14400,Das Leben der anderen : Filmbuch /,,Das Leben der anderen : Filmbuch / is a book from the catalog. The book is published by Suhrkamp.,,,Local metadata fallback,
14401,Le Grevisse de l'enseignant : [grammaire de référence] /,"Pellat, Jean-Christophe professeur de linguistique française 19..-....","Le Grevisse de l'enseignant : [grammaire de référence] / is a book by Pellat, Jean-Christophe professeur de linguistique française 19..-..... It is associated with the following themes: Grammaire française, Orthographe française, Manuels d'enseignement supérieur, Guides pratiques. The book is published by Magnard.",,,Local metadata fallback,
14402,Mieux enseigner la grammaire : pistes didactiques et activités pour la classe /,,Mieux enseigner la grammaire : pistes didactiques et activités pour la classe / is a book from the catalog. It is associated with the following themes: Grammaire française--Étude et enseignement. The book is published by Pearson.,,,Local metadata fallback,
14403,Le roman : initiation aux méthodes et aux techniques modernes d'analyse littéraire /,"Valette, Bernard","Le roman : initiation aux méthodes et aux techniques modernes d'analyse littéraire / is a book by Valette, Bernard. It is associated with the following themes: explication de texte--roman (genre littéraire)--[manuel], analyse du discours--roman (genre littéraire)--[manuel], explication de texte--roman français--[manuel], analyse du discours--roman français--[manuel]. The book is published by Nathan.",,,Local metadata fallback,
14404,Jenseits der Stille /,"Link, Caroline 1964-....","Jenseits der Stille / is a book by Link, Caroline 1964-..... The book is published by Aufbau Taschenbuch.",,,Local metadata fallback,
14405,Examens paracliniques /,"Wilson, Denise","Examens paracliniques / is a book by Wilson, Denise. It is associated with the following themes: Clinical Laboratory Techniques, Clinical Chemistry Tests, Examens médicaux, Diagnostic biologique, Laboratoires d'analyses médicales. The book is published by Chenelière Education.",,,Local metadata fallback,
14406,Médaka-box /,"Nishio, Ishin","Médaka-box / is a book by Nishio, Ishin. It is associated with the following themes: Bandes dessinées, Mangas. The book is published by Éd Tonkam.",,,Local metadata fallback,
14407,Une vie /,"Maupassant, Guy de, 1850-1893","Included in this volume are A Woman's Life, Hautot Senior and Hautot Junior, Little Louise Roque, and 8 more tales.",Une vie,Guy de Maupassant,Open Library Search -> Work,"title=Une vie; author=Maupassant, Guy de"
14408,Atlas de poche d'anatomie /,,"Atlas de poche d'anatomie / is a book from the catalog. It is associated with the following themes: Anatomie, Appareil locomoteur, Viscères, Musculoskeletal System--anatomy & histology, Anatomy. The book is published by Lavoisier Médecine sciences.",,,Local metadata fallback,
14409,Option volatility & [and] pricing : advanced trading strategies and techniques,"Natenberg, Sheldon","Written in a clear, easy-to-understand fashion, Option Volatility & Pricing points out the key concepts essential to successful trading. Drawing on his experience as a professional trader, author Sheldon Natenberg examines both the theory and reality of option trading. He presents the foundations of option theory explaining how this theory can be used to identify and exploit trading opportunities. Option Volatility & Pricing teaches you to use a wide variety of trading strategies and shows you how to select the strategy that best fits your view of market conditions and individual risk tolerance.--",Option Volatility & Pricing,,Open Library ISBN,9781557384867
14410,The econometrics of financial markets /,"Campbell, John Y","This graduate-level textbook is intended for PhD students, advanced MBA students, and industry professionals interested in the econometrics of financial modeling. The book covers the entire spectrum of empirical finance, including the predictability of asset returns, tests of the random walk hypothesis, the microstructure of securities markets, event analysis, the Capital Asset Pricing Model and the Arbitrage Pricing Theory, the term structure of interest rates, dynamic models of economic equilibrium, and nonlinear financial models such as ARCH, neural networks, statistical fractals, and chaos theory. Each chapter develops statistical techniques within the context of a particular financial application. This exciting new text contains a unique and accessible combination of theory and practice, bringing state-of-the-art statistical techniques to the forefront of financial applications. Each chapter also includes a discussion of recent empirical evidence, for example, the rejection of the random walk hypothesis, as well as problems designed to help readers incorporate what they have read into their own applications.",The econometrics of financial markets,,Open Library ISBN,9780691043012
14411,Histoire du mouvement surréaliste /,"Durozoi, Gérard","Histoire du mouvement surréaliste / is a book by Durozoi, Gérard. It is associated with the following themes: art européen--surréalisme. The book is published by Hazan.",,,Local metadata fallback,
14412,Mon premier larousse : le dictionnaire des 4-7 ans /,,Mon premier larousse : le dictionnaire des 4-7 ans / is a book from the catalog. The book is published by Larousse.,,,Local metadata fallback,
14413,Parents et enseignants : de l'affrontement à la coopération /,,"Parents et enseignants : de l'affrontement à la coopération / is a book from the catalog. It is associated with the following themes: Relations parents-enseignants, Famille et école, Éducation--Participation des parents. The book is published by Favre.",,,Local metadata fallback,
14414,La rose de la cathédrale de Lausanne : histoire et conservation récente /,,"La rose de la cathédrale de Lausanne : histoire et conservation récente / is a book from the catalog. It is associated with the following themes: rosace--Lausanne (Suisse, VD) - Notre-Dame, cathédrale--rosace--Lausanne (Suisse, VD) - Notre-Dame. The book is published by Payot.",,,Local metadata fallback,
14415,L'anorexie et la boulimie de l'adolescente /,"Chabrol, Henri","L'anorexie et la boulimie de l'adolescente / is a book by Chabrol, Henri. It is associated with the following themes: Anorexie mentale, Boulimie, Adolescents--Psychologie, Comportement alimentaire. The book is published by Presses universitaires de France.",,,Local metadata fallback,
14416,Sociologie de la jeunesse /,"Galland, Olivier","Sociologie de la jeunesse / is a book by Galland, Olivier. It is associated with the following themes: Jeunesse--Conditions sociales--Pays de l'Union européenne--1990-2020., Jeunesse--Pays de l'Union européenne--1990-2020., Jeunesse--Conditions économiques--Sociologie--France., Jeunesse--Sociologie. The book is published by Armand Colin.",,,Local metadata fallback,
14417,The catcher in the rye /,"Salinger, Jerome David","Story of Holden Caufield with his idiosyncrasies, penetrating insight, confusion, sensitivity and negativism. Holden, knowing he is to be expelled from school, decides to leave early. He spends three days in New York City and tells the story of what he did and suffered there.",The Catcher in the Rye,,Open Library ISBN -> Work,9780241950425
